ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_050384,2025-09-27 10:19:07,CUST_03306,enterprise,email,mobile_app,billing_problem,low,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,35.48,0,neutral,4,0,desktop_app,APAC
TCKT_050427,2025-09-18 15:59:40,CUST_06642,individual,chat,data_export,performance,high,in_progress,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,2,1,ios,
TCKT_050613,2025-09-19 14:49:09,CUST_02676,education,phone_transcript,login_auth,account_access,medium,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,17.16,0,positive,4,0,web,LATAM
TCKT_050634,2025-09-27 03:54:34,CUST_04111,individual,in_app,login_auth,performance,medium,in_progress,standard,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,2,0,api_client,LATAM
TCKT_050664,2025-09-25 09:43:14,CUST_01615,enterprise,in_app,notifications,other,low,on_hold,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,1,desktop_app,EU
TCKT_050742,2025-09-07 09:53:11,CUST_09682,small_business,chat,billing,feature_request,low,resolved,standard,Can you add an option to customize billing?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,34.07,0,very_negative,2,0,desktop_app,LATAM
TCKT_050758,2025-09-10 07:34:11,CUST_04459,individual,email,billing,billing_problem,low,open,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,1,very_negative,2,1,android,EU
TCKT_050837,2025-09-13 17:16:08,CUST_07253,education,phone_transcript,data_export,how_to,low,closed_no_action,gold,I need help setting up data export for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,28.85,0,very_negative,1,0,desktop_app,EU
TCKT_050877,2025-09-10 10:47:07,CUST_05266,enterprise,in_app,login_auth,billing_problem,urgent,in_progress,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. This has been escalated to our on-call team for immediate attention.,,,0,very_positive,0,0,android,MEA
TCKT_050968,2025-09-24 17:05:19,CUST_05102,small_business,phone_transcript,mobile_app,bug,high,resolved,gold,I am seeing an error message when I click on mobile app.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,5.13,0,neutral,4,0,web,MEA
TCKT_050981,2025-09-05 04:25:23,CUST_08010,individual,web_form,login_auth,how_to,medium,resolved,standard,I need help setting up login auth for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,45.56,0,neutral,3,0,ios,LATAM
TCKT_050989,2025-09-29 17:50:17,CUST_05459,non_profit,phone_transcript,api_integration,other,high,resolved,gold,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,9.93,0,neutral,4,0,android,EU
TCKT_050996,2025-09-28 06:15:16,CUST_08433,small_business,chat,notifications,account_access,medium,open,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,0,ios,APAC
TCKT_051084,2025-09-15 10:43:35,CUST_09427,education,in_app,analytics_dashboard,billing_problem,low,resolved,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,40.15,0,neutral,4,1,desktop_app,
TCKT_051094,2025-09-28 07:59:08,CUST_08253,small_business,in_app,mobile_app,how_to,medium,resolved,gold,I need help setting up mobile app for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,34.6,0,neutral,4,0,desktop_app,EU
TCKT_051124,2025-09-09 10:32:14,CUST_07108,education,in_app,data_export,account_access,medium,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,45.97,0,very_negative,0,0,desktop_app,APAC
TCKT_051193,2025-09-24 21:52:00,CUST_03119,education,email,api_integration,other,medium,on_hold,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,0,android,APAC
TCKT_051198,2025-09-29 17:15:53,CUST_07920,enterprise,phone_transcript,notifications,security_concern,medium,on_hold,platinum,There seems to be a vulnerability in the notifications functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,android,LATAM
TCKT_051310,2025-09-16 06:13:25,CUST_02356,education,web_form,notifications,account_access,medium,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,34.11,1,very_positive,5,0,web,
TCKT_051371,2025-09-19 02:24:09,CUST_06697,non_profit,chat,api_integration,performance,medium,closed_no_action,gold,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,87.25,0,negative,0,0,api_client,
TCKT_051393,2025-09-12 05:17:03,CUST_00275,education,chat,data_export,other,low,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,64.93,0,negative,2,0,desktop_app,LATAM
TCKT_051514,2025-09-21 23:56:26,CUST_00978,small_business,in_app,billing,security_concern,high,resolved,standard,There seems to be a vulnerability in the billing functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",13.98,0,neutral,0,0,api_client,LATAM
TCKT_051595,2025-09-11 15:40:32,CUST_05888,enterprise,in_app,mobile_app,other,low,open,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,desktop_app,
TCKT_051653,2025-09-21 23:53:37,CUST_04848,small_business,in_app,billing,how_to,low,resolved,standard,Can you explain how to configure billing properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,42.47,0,very_negative,1,0,ios,EU
TCKT_051737,2025-09-24 07:53:29,CUST_01451,small_business,in_app,data_export,billing_problem,low,resolved,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,58.57,0,neutral,3,0,ios,APAC
TCKT_051796,2025-09-28 14:09:24,CUST_01767,enterprise,email,api_integration,bug,urgent,resolved,gold,The page keeps crashing whenever I try to open the api integration section.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,Patched the bug and deployed a fix to production.,0.83,0,very_negative,1,0,web,APAC
TCKT_051877,2025-09-09 01:56:21,CUST_03397,non_profit,email,billing,feature_request,medium,open,platinum,Can you add an option to customize billing?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,5,1,api_client,APAC
TCKT_051919,2025-09-10 00:27:17,CUST_09371,education,phone_transcript,mobile_app,bug,medium,resolved,standard,The page keeps crashing whenever I try to open the mobile app section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,46.22,0,neutral,3,0,android,EU
TCKT_052001,2025-09-16 05:13:47,CUST_02600,small_business,email,analytics_dashboard,how_to,low,in_progress,standard,I need help setting up analytics dashboard for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,ios,APAC
TCKT_052029,2025-09-10 19:26:11,CUST_05662,small_business,phone_transcript,notifications,feature_request,medium,resolved,standard,Our team needs more advanced options for notifications.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,36.72,0,positive,0,0,web,MEA
TCKT_052032,2025-09-30 02:58:33,CUST_08179,individual,chat,billing,how_to,low,resolved,standard,I need help setting up billing for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,71.66,0,neutral,3,0,desktop_app,
TCKT_052132,2025-09-26 18:04:52,CUST_05448,non_profit,chat,login_auth,how_to,medium,resolved,gold,Can you explain how to configure login auth properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,7.67,0,positive,5,0,api_client,EU
TCKT_052151,2025-09-23 07:56:33,CUST_06267,individual,chat,notifications,feature_request,low,resolved,standard,It would be great to have notifications support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,10.58,0,neutral,0,0,web,MEA
TCKT_052200,2025-09-20 22:06:22,CUST_04552,non_profit,phone_transcript,billing,how_to,low,resolved,standard,How can I export my data from the billing section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,51.27,0,neutral,0,1,web,
TCKT_052224,2025-09-08 13:16:42,CUST_07038,enterprise,in_app,notifications,how_to,medium,resolved,gold,Can you explain how to configure notifications properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,29.74,0,neutral,0,0,desktop_app,LATAM
TCKT_052235,2025-09-07 16:12:15,CUST_01054,enterprise,in_app,analytics_dashboard,account_access,low,open,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,android,MEA
TCKT_052304,2025-09-09 23:43:42,CUST_06415,small_business,phone_transcript,login_auth,feature_request,low,closed_no_action,gold,Can you add an option to customize login auth?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,147.89,0,negative,0,0,api_client,LATAM
TCKT_052335,2025-09-23 23:58:09,CUST_08774,individual,in_app,login_auth,account_access,high,in_progress,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,desktop_app,
TCKT_052360,2025-09-21 07:28:20,CUST_02612,non_profit,web_form,data_export,billing_problem,low,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,27.27,0,negative,0,0,android,LATAM
TCKT_052368,2025-09-04 05:31:41,CUST_08980,non_profit,phone_transcript,billing,billing_problem,high,resolved,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,2.66,1,very_negative,2,0,desktop_app,
TCKT_052380,2025-09-12 09:11:38,CUST_04777,non_profit,web_form,analytics_dashboard,account_access,low,closed_no_action,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,216.11,0,very_negative,1,0,api_client,LATAM
TCKT_052387,2025-09-24 17:30:36,CUST_05243,enterprise,phone_transcript,login_auth,bug,high,closed_no_action,gold,The login auth feature is not saving my changes.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,119.47,0,neutral,4,0,desktop_app,LATAM
TCKT_052506,2025-09-07 13:37:54,CUST_02289,small_business,phone_transcript,notifications,performance,low,in_progress,standard,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,1,api_client,MEA
TCKT_052566,2025-09-13 05:59:36,CUST_09835,individual,email,analytics_dashboard,billing_problem,low,in_progress,platinum,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,0,api_client,APAC
TCKT_052572,2025-09-12 14:20:19,CUST_06703,enterprise,email,api_integration,security_concern,low,resolved,gold,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",58.4,0,negative,3,1,api_client,
TCKT_052586,2025-09-09 07:45:46,CUST_04164,individual,in_app,api_integration,billing_problem,medium,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,41.65,0,negative,2,0,desktop_app,EU
TCKT_052636,2025-09-20 09:04:00,CUST_00548,small_business,chat,notifications,performance,low,in_progress,platinum,Queries in the notifications module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,1,very_negative,2,1,api_client,EU
TCKT_052672,2025-09-29 21:57:56,CUST_09659,individual,email,login_auth,performance,medium,in_progress,gold,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,android,
TCKT_052675,2025-09-25 17:52:18,CUST_07975,enterprise,in_app,analytics_dashboard,performance,medium,resolved,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,6.03,0,neutral,3,0,desktop_app,LATAM
TCKT_052681,2025-09-10 08:25:55,CUST_06358,enterprise,chat,login_auth,feature_request,high,resolved,standard,Can you add an option to customize login auth?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,10.63,0,positive,4,1,web,MEA
TCKT_052689,2025-09-07 23:13:57,CUST_08476,small_business,phone_transcript,notifications,security_concern,medium,on_hold,platinum,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,1,android,EU
TCKT_052823,2025-09-23 13:35:56,CUST_01462,education,email,login_auth,bug,medium,resolved,platinum,The page keeps crashing whenever I try to open the login auth section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,22.07,0,neutral,4,0,desktop_app,EU
TCKT_052845,2025-09-29 12:36:23,CUST_04435,education,email,mobile_app,how_to,medium,in_progress,standard,How can I export my data from the mobile app section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,0,0,desktop_app,EU
TCKT_052928,2025-09-12 18:26:57,CUST_05482,individual,email,mobile_app,bug,medium,resolved,standard,The page keeps crashing whenever I try to open the mobile app section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,32.53,0,neutral,0,0,api_client,
TCKT_052940,2025-09-19 06:02:00,CUST_01675,non_profit,phone_transcript,login_auth,billing_problem,medium,on_hold,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,0,0,ios,LATAM
TCKT_052948,2025-09-29 14:21:54,CUST_09173,education,web_form,mobile_app,performance,high,resolved,platinum,The mobile app page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,10.67,0,neutral,3,0,desktop_app,APAC
TCKT_053120,2025-09-24 15:28:15,CUST_02174,non_profit,in_app,billing,billing_problem,low,closed_no_action,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,65.69,0,negative,3,1,web,
TCKT_053123,2025-09-10 18:07:07,CUST_06829,non_profit,email,login_auth,billing_problem,low,resolved,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,69.77,1,negative,2,0,api_client,MEA
TCKT_053127,2025-09-11 13:21:51,CUST_07728,individual,in_app,billing,billing_problem,high,open,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,desktop_app,
TCKT_053219,2025-09-27 17:46:42,CUST_07725,individual,phone_transcript,data_export,feature_request,medium,resolved,standard,It would be great to have data export support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,18.64,0,neutral,0,1,android,LATAM
TCKT_053220,2025-09-25 00:08:54,CUST_04065,small_business,chat,analytics_dashboard,bug,medium,resolved,standard,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,25.69,0,neutral,4,1,ios,EU
TCKT_053234,2025-09-30 18:51:02,CUST_08148,non_profit,chat,notifications,performance,medium,on_hold,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,api_client,EU
TCKT_053283,2025-09-27 16:02:07,CUST_09853,enterprise,in_app,mobile_app,account_access,medium,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,11.37,1,very_negative,2,0,desktop_app,EU
TCKT_053326,2025-09-28 21:58:04,CUST_08283,enterprise,email,billing,security_concern,medium,in_progress,standard,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,0,android,MEA
TCKT_053345,2025-09-30 18:51:26,CUST_06779,non_profit,web_form,notifications,feature_request,medium,in_progress,standard,It would be great to have notifications support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,desktop_app,
TCKT_053368,2025-09-07 07:57:38,CUST_03208,individual,web_form,mobile_app,how_to,low,on_hold,platinum,Can you explain how to configure mobile app properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,api_client,APAC
TCKT_053385,2025-09-16 04:07:15,CUST_03673,small_business,chat,login_auth,performance,low,open,standard,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,desktop_app,MEA
TCKT_053439,2025-09-19 02:59:56,CUST_00549,enterprise,web_form,data_export,performance,low,resolved,standard,Queries in the data export module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,70.77,0,negative,2,0,web,
TCKT_053469,2025-09-29 04:08:52,CUST_02453,non_profit,in_app,billing,security_concern,urgent,resolved,gold,There seems to be a vulnerability in the billing functionality.,We take security very seriously. This has been escalated to our on-call team for immediate attention.,"Investigated logs, mitigated the issue, and updated security settings.",3.03,0,very_negative,0,1,api_client,LATAM
TCKT_053524,2025-09-01 19:08:42,CUST_05806,individual,chat,notifications,account_access,low,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,11.69,0,positive,0,0,api_client,MEA
TCKT_053545,2025-09-02 03:05:43,CUST_07894,small_business,in_app,mobile_app,other,high,in_progress,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,5,0,api_client,
TCKT_053569,2025-09-16 22:35:55,CUST_06836,enterprise,in_app,mobile_app,feature_request,low,resolved,gold,Can you add an option to customize mobile app?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,40.2,0,positive,5,0,desktop_app,EU
TCKT_053677,2025-09-20 23:40:11,CUST_08469,education,web_form,login_auth,account_access,low,in_progress,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,2,0,api_client,EU
TCKT_053689,2025-09-15 12:49:16,CUST_05528,education,chat,data_export,account_access,low,in_progress,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,android,APAC
TCKT_053699,2025-09-12 20:10:13,CUST_06598,individual,web_form,mobile_app,how_to,urgent,resolved,standard,Can you explain how to configure mobile app properly?,Happy to help with your question. This has been escalated to our on-call team for immediate attention.,Provided step-by-step instructions and relevant documentation.,3.06,0,positive,4,0,ios,APAC
TCKT_053821,2025-09-16 22:18:36,CUST_03963,small_business,email,login_auth,performance,low,in_progress,standard,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,0,web,APAC
TCKT_053919,2025-09-01 00:24:53,CUST_04435,non_profit,email,notifications,billing_problem,high,open,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,desktop_app,APAC
TCKT_053955,2025-09-18 12:34:37,CUST_01195,non_profit,web_form,analytics_dashboard,other,high,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,16.62,0,very_negative,1,0,android,EU
TCKT_054078,2025-09-20 00:50:30,CUST_02946,enterprise,email,data_export,other,low,resolved,platinum,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,35.33,0,positive,5,1,web,LATAM
TCKT_054149,2025-09-12 11:49:51,CUST_04349,individual,chat,data_export,account_access,low,open,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,1,neutral,3,0,api_client,EU
TCKT_054257,2025-09-04 17:09:25,CUST_07978,small_business,email,notifications,performance,medium,resolved,standard,Queries in the notifications module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,10.59,0,positive,4,0,ios,EU
TCKT_054278,2025-09-07 14:54:50,CUST_07729,non_profit,in_app,api_integration,feature_request,medium,resolved,platinum,Can you add an option to customize api integration?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,7.19,1,positive,0,0,android,
TCKT_054291,2025-09-03 07:00:44,CUST_03367,small_business,in_app,login_auth,account_access,medium,in_progress,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,0,0,web,LATAM
TCKT_054301,2025-09-21 11:54:38,CUST_00273,individual,in_app,api_integration,feature_request,low,in_progress,standard,It would be great to have api integration support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,1,0,android,EU
TCKT_054323,2025-09-03 08:54:48,CUST_03838,enterprise,in_app,login_auth,security_concern,low,on_hold,standard,There seems to be a vulnerability in the login auth functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,api_client,LATAM
TCKT_054434,2025-09-08 01:07:29,CUST_09464,small_business,chat,login_auth,other,high,closed_no_action,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,210.01,0,positive,4,0,ios,APAC
TCKT_054444,2025-09-05 05:05:28,CUST_04816,education,web_form,notifications,account_access,medium,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,40.97,0,negative,3,0,ios,LATAM
TCKT_054446,2025-09-04 16:51:10,CUST_05798,enterprise,web_form,analytics_dashboard,performance,medium,resolved,standard,Queries in the analytics dashboard module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,36.06,0,very_negative,1,0,api_client,
TCKT_054505,2025-09-26 18:37:07,CUST_02765,individual,phone_transcript,billing,security_concern,high,resolved,gold,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",10.82,0,very_positive,5,0,ios,LATAM
TCKT_054555,2025-09-10 14:12:11,CUST_01953,education,phone_transcript,api_integration,feature_request,low,on_hold,standard,Can you add an option to customize api integration?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,desktop_app,LATAM
TCKT_054655,2025-09-17 17:45:30,CUST_05871,individual,email,data_export,feature_request,high,open,standard,Can you add an option to customize data export?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,0,ios,EU
TCKT_054673,2025-09-09 02:44:06,CUST_00581,non_profit,email,api_integration,security_concern,medium,open,standard,There seems to be a vulnerability in the api integration functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,api_client,LATAM
TCKT_054725,2025-09-22 14:14:55,CUST_00477,individual,email,data_export,feature_request,medium,resolved,gold,It would be great to have data export support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,17.12,0,positive,5,1,android,EU
TCKT_054764,2025-09-05 06:51:22,CUST_01570,education,email,api_integration,feature_request,low,open,platinum,Can you add an option to customize api integration?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,0,desktop_app,LATAM
TCKT_054765,2025-09-30 20:39:06,CUST_06517,non_profit,chat,billing,bug,low,resolved,gold,I am seeing an error message when I click on billing.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,49.06,0,neutral,4,0,ios,MEA
TCKT_054844,2025-09-11 09:48:02,CUST_05151,non_profit,chat,notifications,performance,medium,on_hold,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,4,1,ios,EU
TCKT_054858,2025-09-17 09:13:24,CUST_03729,enterprise,chat,billing,account_access,low,in_progress,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,desktop_app,APAC
TCKT_054925,2025-09-04 14:11:42,CUST_05589,small_business,web_form,data_export,security_concern,medium,resolved,gold,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",18.33,0,very_negative,0,0,android,EU
TCKT_054952,2025-09-26 10:44:31,CUST_09027,individual,phone_transcript,billing,how_to,low,closed_no_action,standard,I need help setting up billing for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,233.37,0,negative,0,1,desktop_app,LATAM
TCKT_054997,2025-09-20 12:22:50,CUST_07204,individual,phone_transcript,login_auth,other,medium,closed_no_action,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,144.01,0,very_negative,1,1,ios,APAC
TCKT_055000,2025-09-06 13:18:22,CUST_01487,enterprise,email,data_export,bug,urgent,in_progress,standard,The page keeps crashing whenever I try to open the data export section.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,,,0,negative,2,0,api_client,APAC
